12/09/2019,INGRIDS VILLAGE CAFE,12.08,,913.68
12/10/2019,INGRIDS VILLAGE CAFE,5.80,,919.48
12/11/2019,SAVE ON FOODS #993,35.12,,954.60
12/13/2019,PAYMENT - THANK YOU,,100.00,854.60
12/13/2019,SAVE ON FOODS #993,8.24,,862.84
12/13/2019,AMZN Mktp CA*5L04962E3,13.99,,876.83
12/14/2019,CLAYPOT,39.08,,915.91
12/15/2019,UBER EATS HELP.UBER.COM,13.53,,929.44
12/15/2019,AMZN Mktp CA*2556Z3573,167.88,,1097.32
12/16/2019,VEND MASTER SERVICES CORP,2.50,,1099.82
12/16/2019,VEND MASTER SERVICES CORP,2.75,,1102.57
12/16/2019,UBER EATS HELP.UBER.COM,17.66,,1120.23
12/16/2019,DOORDASH*DONAIR DUDE,15.98,,1136.21
12/17/2019,PAYMENT - THANK YOU,,801.60,334.61
12/17/2019,PIZZA HUT #31138 D,23.10,,357.71
12/17/2019,UBER EATS HELP.UBER.COM,14.43,,372.14
12/17/2019,DOORDASH*KHAO THAI BY,28.55,,400.69
12/17/2019,UBC EPAYMENT,5.00,,405.69
12/17/2019,APPLE.COM/BILL,4.19,,409.88
12/18/2019,AMZ*Techs&Toys,,167.88,242.00
12/18/2019,STAPLES STORE #239,190.39,,432.39
12/18/2019,THE PINT PUBLIC HOUSE,25.85,,458.24
12/18/2019,VICTORY FOOD MARKET,5.76,,464.00
12/19/2019,UBER EATS HELP.UBER.COM,,9.78,454.22
12/19/2019,UBER EATS HELP.UBER.COM,19.28,,473.50
12/19/2019,UBER EATS HELP.UBER.COM,19.08,,492.58
12/19/2019,SAVE ON FOODS #993,11.77,,504.35
12/19/2019,BC LIQUOR #192,13.24,,517.59
12/20/2019,DOORDASH*SUBWAY,13.66,,531.25
12/20/2019,PIZZA HUT #31138 D,45.05,,576.30
12/21/2019,UBER EATS HELP.UBER.COM,,17.70,558.60
12/21/2019,UBER EATS HELP.UBER.COM,18.29,,576.89
12/21/2019,UBER EATS HELP.UBER.COM,15.41,,592.30
12/21/2019,DOORDASH DASHPASS,9.99,,602.29
12/22/2019,Amazon.ca*K02OG1Y83,11.17,,613.46
12/23/2019,FLYING CUP COFFEE & DE,2.57,,616.03
12/23/2019,APPLE.COM/BILL,6.71,,622.74
12/24/2019,BIG CHICKEN TOWN,49.95,,672.69
12/27/2019,SAVE ON FOODS #993,8.91,,681.60
12/27/2019,PIZZA HUT #31138 D,23.05,,704.65
12/27/2019,EVO CAR SHARE,12.69,,717.34
12/27/2019,UBER EATS HELP.UBER.COM,15.98,,733.32
12/27/2019,AMZN Mktp CA*6M2B516W3,9.83,,743.15
12/27/2019,Amazon.ca*RR4LJ6193,42.50,,785.65
12/28/2019,SAVE ON FOODS #993,8.99,,794.64
12/28/2019,PIZZA HUT #31138 D,39.05,,833.69
12/28/2019,DOORDASH*KHAO THAI BY,18.74,,852.43
12/28/2019,UBER EATS HELP.UBER.COM,15.41,,867.84
12/28/2019,Amazon Channels,,14.55,853.29
12/28/2019,Amazon Channels,,14.55,838.74
12/29/2019,Amazon Channels,,14.55,824.19
12/29/2019,Amazon Channels,14.55,,838.74
12/29/2019,AMZN Mktp CA*FA4Q39SN3,178.49,,1017.23
12/30/2019,SUBWAY # 54751,10.80,,1028.03
12/30/2019,STAPLES STORE #239,7.88,,1035.91
12/30/2019,UBER EATS HELP.UBER.COM,14.92,,1050.83
12/30/2019,DOORDASH*NANDOS PERI-P,17.36,,1068.19
12/30/2019,PIZZA HUT #31138 D,16.17,,1084.36
12/31/2019,SAVE ON FOODS #993,6.14,,1090.50
12/31/2019,BC LIQUOR #192,38.22,,1128.72
12/31/2019,DOORDASH*DONAIR DUDE,15.98,,1144.70
01/01/2020,UBER EATS HELP.UBER.COM,17.73,,1162.43
01/01/2020,MCDONALD'S #19170  Q04,7.43,,1169.86
01/02/2020,Amazon.ca Prime Member,43.68,,1213.54
01/02/2020,UBER EATS HELP.UBER.COM,57.11,,1270.65
01/03/2020,UBER EATS HELP.UBER.COM,15.98,,1286.63
01/03/2020,DOORDASH*SUBWAY,13.66,,1300.29
01/03/2020,Fanatical,19.99,,1320.28
01/03/2020,UBER EATS HELP.UBER.COM,19.28,,1339.56
01/03/2020,Amazon.ca*MK72T2GE3,7.26,,1346.82
01/03/2020,Amazon.ca*NF8ZP4P43,32.00,,1378.82
01/04/2020,PIZZA HUT #31138,17.85,,1396.67
01/04/2020,A&W STORE# 0751,6.29,,1402.96
01/04/2020,EVO CAR SHARE,15.78,,1418.74
01/04/2020,CINEPLEX 8030 WEB QPS,33.98,,1452.72
01/05/2020,UBER EATS HELP.UBER.COM,14.92,,1467.64
01/05/2020,CINEPLEX 1149,25.25,,1492.89
01/05/2020,MAN CAVE BARBER SHOP,30.25,,1523.14
01/06/2020,DOORDASH*SUBWAY,13.66,,1536.80
01/06/2020,PAYMENT - THANK YOU,,1208.00,328.80
01/06/2020,GROCERY CHECKOUT,2.50,,331.30
01/06/2020,EVO CAR SHARE,10.22,,341.52
01/06/2020,UBER EATS HELP.UBER.COM,14.95,,356.47
01/06/2020,GALLERY,6.58,,363.05
01/08/2020,AMZN Mktp CA*I139J62X3,14.88,,377.93
01/08/2020,FACEBK - PPGF,10.00,,387.93
01/09/2020,BOOSTER JUICE STORE 19,7.30,,395.23
01/09/2020,UBER EATS HELP.UBER.COM,16.77,,412.00
01/09/2020,H-MART EXPRESS UBC,23.51,,435.51
01/10/2020,Amazon.ca*0H1IA3XV3,20.15,,455.66
01/10/2020,UBER EATS HELP.UBER.COM,22.26,,477.92
01/11/2020,PARKWAY LIQUOR STORE,11.10,,489.02
01/11/2020,DOORDASH*DONAIR DUDE,15.98,,505.00
01/12/2020,DOORDASH*SIMPATICO GRE,57.63,,562.63
01/12/2020,GOOGLE *YouTube Videos,6.99,,569.62
01/13/2020,DOORDASH*RICE BURGER,20.52,,590.14
